id|description|gtin|stock_quantity|unit_price
965|Wine - Conde De Valdemar|7897392560283|723.63|16.6324
966|Tart Shells - Barquettes Savory|7896900474544|479.67|21.307
967|Tomatoes Tear Drop|7895773230787|763.51|91.5347
968|Shichimi Togarashi Peppeers|7895858388476|188.78|36.1231
969|Rosemary - Fresh|7895886565438|424.85|47.5468
970|Pork - Ground|7898473020370|986.51|96.0109
971|Mushroom - Enoki Dry|7897437244095|225.73|60.2306
972|Pastry - Chocolate Chip Muffin|7890486328141|380.81|63.9549
973|Muffin Chocolate Individual Wrap|7896457794559|390.3|94.7546
974|Lettuce - Escarole|7898166988302|230.17|74.9237
975|Vermouth - White Cinzano|7899330835584|317.31|58.4252
976|Silicone Parch. 16.3x24.3|7897627133759|302.19|30.8997
977|Lid - 101216 Oz|7895883142425|233.52|49.6043
978|Mcgillicuddy Vanilla Schnap|7891393941138|361.31|13.08
979|Calvados - Boulard|7898195345741|975.32|94.8498
980|Pastry - Baked Cinnamon Stick|7897956574613||65.2703
981|Pastry - Key Limepoppy Seed Tea|7897551968652|265.68|7.1552
982|Eggplant Italian|7899009768661|156.18|57.171
983|Garam Marsala|7898877457462||3.4542
984|Milk - 2%|7892613054830|501.59|75.2985
985|Persimmons|7891329971295|77.5|66.3879
986|Glass - Juice Clear 5oz 55005|7896090381674|89.54|93.5488
987|Beer - Blue Light|7894996565347||39.1899
988|Sun - Dried Tomatoes|7893960846775|784.81|20.7477
989|Skirt - 24 Foot|7897930575810|443.65|60.0573
990|Cheese - Brie Cups 125g|7893583702659|424.01|15.7612
991|Fond - Neutral|7894207005112|242.02|62.5082
992|Tart Shells - Savory 4|7898927588180|275.23|62.7753
993|Beets - Candy Cane Organic|7899268281881|90.72|25.0149
994|Truffle Cups - Brown|7891684785338|761.13|20.8043
995|Capon - Whole|7892712615017|265.96|90.1127
996|Rambutan|7895316506910|357.64|87.6899
997|Guinea Fowl|7891320642377|421.33|94.4282
998|Silicone Parch. 16.3x24.3|7893427598240|167.6|73.6862
999|Jagermeister|7893764752343|296.44|84.7857
1000|Muffin - Mix - Mango Sour Cherry|7897119864674|851.75|59.076
1001|Soho Lychee Liqueur|7897490575324|282.55|14.1014
1002|Table Cloth 144x90 White|7894415218161|696.77|66.3592
1003|Yokaline|7893431788524|824.18|94.4943
1004|Lamb - Ground|7890900205397|238.78|6.0526
1005|Pectin|7898756812028|528.89|72.8368
1006|Lettuce - Romaine|7891547937833|517.55|96.8343
1007|Bread - Dark Rye|7893444412445|811.15|42.7635
1008|Turkey - Breast Bone - In||458.2|66.5546
1009|English Muffin|7897782588011|705.39|34.8923
1010|Table Cloth 90x90 White|7891729671175|584.76|55.545
1011|Wine - Chianti Classico Riserva|7899958683595|541.69|50.4367
1012|Beef - Diced|7895574682515|73.83|85.9635
1013|Fish - Bones|7891321688605|807.11|74.4138
1014|Lighter - Bbq|7891464434151|512.53|88.6553
1015|Puff Pastry - Sheets|7891917414422|977.02|42.4229
1016|Water - Spring 1.5lit|7890151962923|278.74|72.047
1017|Bread - Pumpernickel||248.03|5.5055
1018|Mix - Cocktail Ice Cream|7899630139704|92.69|69.3886
1019|Sauce - Apple Unsweetened|7891724666861|70.87|48.0621
1020|Appetizer - Lobster Phyllo Roll|7894822320943|722.08|6.2835
1021|Beer - Steamwhistle|7890873769585|929.03|39.0031
1022|Shortbread - Cookie Crumbs|7896291319535|458.54|91.5891
1023|Beets - Candy Cane Organic|7894745703966|597.42|64.8624
1024|Wine - White Cab Sauv.on|7899293464870|898.28|90.7117
1025|Ecolab - Solid Fusion|7890154976002|222.69|27.5762
1026|Myers Planters Punch|7892946222169|188.46|95.311
1027|Mushroom - Enoki Dry|7892652745836|755.45|20.1433
1028|Nori Sea Weed - Gold Label|7894697739288|46.99|36.4045
1029|Sping Loaded Cup Dispenser|7897780492473|768.85|28.4031
1030|Bread Sour Rolls|7893882723563|703.65|69.2318
1031|Soap - Mr.clean Floor Soap|7893232224594|220.53|74.9348
1032|Gatorade - Lemon Lime|7893022699952|769.99|7.9016
1033|Celery Root|7896726044073|491.67|34.748
1034|Tea - Herbal Sweet Dreams|7896125150623|310.49|11.8113
1035|Ice Cream Bar - Drumstick|7895582889688|960.35|47.2225
1036|Jolt Cola|7890148641701|537.7|79.3698
1037|Wine - Redchard Merritt|7891237940937|243.56|52.2445
1038|Wine - Domaine Boyar Royal|7893518713287|769.62|42.2915
1039|Garlic - Elephant|7891167618719|307.59|84.5016
1040|Rum - Cream Amarula|7894823015330|162.54|21.789
1041|Soup Campbells Mexicali Tortilla|7892285741769|667.46|18.9593
1042|Tuna - Yellowfin|7898733407057|906.03|77.2177
1043|Clams - Bay|7897749873218|659.57|85.2808
1044|Juice - Lime|7892936576405|299.89|1.3743
1045|Veal - Round Eye Of|7890354418136|482.41|7.6752
1046|Ocean Spray - Kiwi Strawberry|7899259199856|320.05|77.9209
1047|Radish|7895782340922|468.23|47.714
1048|Wine - Red Black Opal Shiraz|7897722506234|589.1|60.818
1049|Yukon Jack|7898368115929|441.27|73.7325
1050|Mushroom - Porcini Dry|7892387216508|397.17|57.8121
1051|Dates|7892480188111|819.97|68.3704
1052|Bols Melon Liqueur|7894539863397|406.43|26.3184
1053|Capers - Ox Eye Daisy|7893610766078|578.11|2.0135
1054|Pear - Prickly|7897708769572|663.96|7.2459
1055|Mushroom - Morels Dry|7895531923703|683.34|25.1993
1056|Nantucket Apple Juice|7898518700823|338.26|26.3077
1057|Beef - Tenderloin - Aa|7898655085717|259.1|78.2172
1058|Pear - Halves|7893485433129|112.6|16.9463
1059|Muffin Carrot - Individual|7897688467626||90.9189
1060|Bonito Flakes - Toku Katsuo|7890977748133|768.07|85.136
1061|Cleaner - Comet|7895930365151|132.81|64.9904
1062|Bread - Ciabatta Buns|7895029884847|65.49|58.334
1063|Sword Pick Asst|7895959995224|747.85|77.2952
1064|Veal - Leg Provimi - 50 Lb Max|7898979767469|503.44|32.7512
1065|Beef - Kobe Striploin|7890467504061|278.5|32.0006
1066|Duck - Legs|7891817348539|199.49|78.0886
1067|Shallots|7891162752567|747.29|93.9707
1068|Cookie - Oatmeal|7898243628508||10.0741
1069|Sauce - Ranch Dressing|7898391912797|393.14|92.3439
1070|Coffee Cup 8oz 5338cd|7891267830065|224.89|3.0075
1071|Juice - Cranberry 284ml|7898667517364|819.92|37.6277
1072|Cheese - Cheddar Mild|7897320375777|819.25|37.5045
1073|Coffee - 10oz Cup 92961|7892278446393|448.18|14.6848
1074|Sage Derby|7899874486640|859.11|94.1093
1075|Skirt - 24 Foot|7893373991536|452.31|52.5639
1076|Campari|7895344013285|641.76|4.0225
1077|Pork - Bones|7891133155262|343.17|75.041
1078|Bread Country Roll|7897563131897|115.12|64.4269
1079|Alize Sunset|7897674897615||66.7773
1080|Carrots - Purple Organic|7890030349709|543.13|19.7302
1081|Plasticknivesblack|7890460255199|392.98|95.6431
1082|Soup - Cream Of Broccoli Dry|7898631309480|315.0|20.6454
1083|Maintenance Removal Charge|7890887951831|249.01|90.6363
1084|Cabbage - Savoy|7895746401429|416.54|21.3875
1085|Flower - Daisies|7892127307259|512.09|68.659
1086|Beans - Black Bean Canned|7895261664062|877.74|15.6577
1087|Lettuce - Boston Bib - Organic|7890165562422|408.19|84.578
1088|Chef Hat 20cm|7891165736288|911.0|46.0349
1089|Chinese Foods - Chicken|7892074048732|339.48|54.8161
1090|Pomello|7890581334448|337.17|30.0339
1091|Pastry - Apple Large|7895318656890|883.09|53.4205
1092|Fruit Mix - Light|7893014112738|917.28|45.0988
1093|Lumpfish Black|7898753234056|417.79|40.9019
1094|Wine - Zinfandel California 2002|7898830244506|38.8|64.7837
1095|Cinnamon Rolls|7897494822315||20.3549
1096|Pate - Cognac|7898923486373|914.38|41.4784
1097|Fish - Atlantic Salmon Cold||493.05|72.0081
1098|Fruit Mix - Light|7895413374446|235.03|27.8513
1099|Pork - Baconback Peameal|7897244353437|340.87|23.8173
1100|Wine - Red Marechal Foch|7899824459108|24.1|1.8668
1101|Water - Tonic|7893573659801|624.31|3.0843
1102|Star Fruit|7894895880608|356.17|44.203
1103|Creme De Banane - Marie|7899328113461|745.51|38.6655
1104|Godiva White Chocolate||241.7|39.975
1105|Island Oasis - Sweet And Sour Mix|7898027132679|85.75|24.0363
1106|Chicken - Ground|7897583273903|416.6|20.129
1107|Muffin Hinge - 211n|7899791250761|972.4|54.1206
1108|Pasta - Elbows Macaroni Dry|7891150591974|417.05|19.8706
1109|Muffin - Mix - Bran And Maple 15l|7892382232720|464.64|67.019
1110|Propel Sport Drink|7895225146049|888.08|58.7513
1111|Danishes - Mini Raspberry|7899287180209|24.21|98.7678
1112|Butter - Unsalted|7896620789979|452.78|59.0845
1113|Wine - White Pinot Grigio|7890053674796|896.33|25.0311
1114|Muffin Batt - Blueberry Passion|7897498850640|1.19|0.6467
1115|Towel Multifold|7895548859442|54.42|17.4372
1116|Pasta - Penne Primavera Single|7890134277099|298.91|40.5793
1117|Coffee - Almond Amaretto|7897262224257|78.07|11.401
1118|Bar Nature Valley|7890690786169|27.76|89.1201
1119|Juice Peach Nectar|7893083540448|598.57|17.0395
1120|Pesto - Primerba Paste|7893257983402|610.14|31.8203
1121|Crackers - Trio|7897913075965|235.28|97.1647
1122|Pepper - Scotch Bonnet|7891427544720|762.11|79.0641
1123|Veal - Bones|7894025890256|221.31|72.0202
1124|Potatoes - Idaho 80 Count|7891573452915|682.61|0.1513
1125|Chicken - White Meat With Tender|7894249868958|217.74|95.6495
1126|Cod - Salted Boneless|7891909294600|58.09|35.5606
1127|Sour Puss Raspberry|7898258228292|123.96|67.2391
1128|Lid Coffeecup 12oz D9542b|7898079986229|982.0|10.6678
1129|Dc - Sakura Fu|7894023150695|208.05|59.3915
1130|Cheese - Shred Cheddar / Mozza|7899415111969|897.92|93.2307
1131|Wine - Fino Tio Pepe Gonzalez|7896539081124|870.44|54.2167
1132|Huck Towels White|7899337273629|681.2|79.2939
1133|Lemonade - Strawberry 591 Ml|7898136252416|273.61|88.5
1134|Gatorade - Orange|7893588045251|622.24|20.2958
1135|Chocolate - Chips Compound|7896186388096|425.57|39.7911
1136|Chocolate - Semi Sweet Calets|7899057401613|539.92|95.95
1137|Sprouts - Pea||866.87|15.3471
1138|Langers - Ruby Red Grapfruit||127.33|4.1526
1139|Calypso - Pineapple Passion|7896866334271||97.7659
1140|Sambuca Cream|7897865903952|440.56|50.289
1141|Turkey Leg With Drum And Thigh|7896149709442|366.87|72.6339
1142|Stock - Chicken White|7894883830256|513.11|54.7878
1143|Veal - Striploin|7891244833112|582.14|20.1656
1144|Bread - French Stick|7891952705184|929.07|70.2263
1145|Cheese - Mozzarella Buffalo|7896223289671|12.37|15.808
1146|Pail - 15l White With Handle|7890190625459||17.2958
1147|Flavouring - Raspberry|7898940614874|750.15|4.9469
1148|Nantucket - Pomegranate Pear|7898252547079|479.18|8.4581
1149|Pur Source|7896921020642|655.76|51.5246
1150|Bread - Roll Whole Wheat|7898200530592|725.78|30.9431
1151|Baking Powder|7897436666172|630.71|7.8852
1152|Liquid Aminios Acid - Braggs|7898304026239|963.1|98.0789
1153|Ginsing - Fresh|7891065183047|864.3|24.5929
1154|Pepper - Red Chili|7893978604474|885.76|11.1267
1155|Bacardi Breezer - Tropical|7890324987610|298.13|68.0188
1156|Sobe - Liz Blizz|7897211579489|138.14|35.9407
1157|Truffle - Whole Black Peeled|7890980128069|556.65|14.5855
1158|Sausage - Chorizo|7894455605378|809.59|46.5356
1159|Seedlings - Buckwheat Organic|7892979230562|543.56|67.5571
1160|Peppercorns - Green|7895073591523|173.11|54.7757
1161|Container - Clear 16 Oz|7894911966086|281.13|29.7596
1162|Sauce - Fish 25 Ozf Bottle|7895616242637|852.21|89.0669
1163|Garlic|7893023617432|496.34|27.2778
1164|Icecream Bar - Del Monte|7894326091660|159.18|48.6156
1165|Rum - Dark Bacardi Black|7893241361612||57.4289
1166|Juice - Apple 500 Ml|7892135230520|708.18|47.3626
1167|Noodles - Steamed Chow Mein|7893113548401|544.19|34.9239
1168|Wine - Chateau Timberlay|7898340745677|158.32|84.679
1169|Gooseberry|7893648961771|467.67|59.5342
1170|Table Cloth 62x114 Colour|7891691006267|75.77|20.5095
1171|Dried Apple|7896231865805|94.38|20.5985
1172|Chocolate - Milk|7894108488674|834.22|39.6512
1173|Sauce - Thousand Island|7898956370516|167.54|41.5668
1174|Napkin - Beverage 1 Ply|7891608078873|926.81|32.8586
1175|Lemon Tarts|7897961106058|782.42|53.8621
1176|Pasta - Rotini Dry|7899545877757|785.42|30.0647
1177|Cookies Almond Hazelnut|7898839702722|748.57|71.7862
1178|Pineapple - Regular|7893715932658||72.5711
1179|Wine - Chianti Classica Docg|7893536690675|538.33|3.0487
1180|Sambuca - Opal Nera|7896889754712||55.7557
1181|Jerusalem Artichoke||189.94|85.2545
1182|Sauce - Bernaise Mix|7899122554116|312.15|60.744
1183|Appetizer - Tarragon Chicken|7897818961964|684.54|78.3692
1184|Wine - Sauvignon Blanc|7897597846074|196.9|59.4464
1185|Noodles - Cellophane Thin|7893529185815|402.45|68.8647
1186|Cream - 35%|7894923752964|331.43|71.1254
1187|Puree - Blackcurrant|7896885137263|170.86|75.0856
1188|Jam - Marmalade Orange|7898681243903|787.81|38.9308
1189|Wine - Two Oceans Sauvignon|7899571319696|20.59|95.3816
1190|Bread - Sour Sticks With Onion|7892424898708|533.81|75.0037
1191|Oil - Macadamia|7890650212838|730.04|15.0747
1192|Wine - Guy Sage Touraine||348.03|32.2836
1193|Wine - Dubouef Macon - Villages|7899097324394|50.2|98.3841
1194|Straws - Cocktale|7892103665118|530.02|42.5603
1195|Rosemary - Fresh|7893184956717|629.88|87.0928
1196|Huck Towels White|7899949371415|115.63|60.5638
1197|Icecream - Dstk Super Cone|7898749418592|252.75|39.7728
1198|Sour Puss - Tangerine|7894495742763|625.42|24.0862
1199|Table Cloth 54x72 White|7893336166627|962.01|26.8559
1200|Sauce - Demi Glace|7898851940285|171.66|97.4373
1201|Potatoes - Pei 10 Oz|7894712171361|683.19|5.7857
1202|Praline Paste|7891423326395|703.95|42.6694
1203|Beef - Baby Liver|7890009488605|611.73|74.8621
1204|Beef - Kindney Whole|7896113241141|858.15|36.6717
1205|Artichokes - Knobless White|7891016321804|682.73|58.9816
1206|Huck White Towels|7896501136231||64.5929
1207|Veal - Provimi Inside|7899577707885|962.69|86.8597
1208|Steel Wool S.o.s|7894069745983|238.92|74.123
1209|Creme De Cacao White|7898264770357|324.42|48.9913
1210|Table Cloth 62x120 Colour|7890172845700|55.2|57.555
1211|Vinegar - Raspberry|7892124072023|208.69|73.1396
1212|Steam Pan - Half Size Deep|7893905894351|422.65|59.2881
1213|Filling - Mince Meat|7890906738851||75.9291
1214|Flour - So Mix Cake White|7890981903986|11.09|50.3772
1215|Sauce - Gravy Au Jus Mix|7896526654582|687.28|75.3615
1216|Peppercorns - Pink|7891635668639|602.79|50.3086
1217|Lid - 101216 Oz|7896394501076|788.95|73.1402
1218|Lettuce - Arugula|7891096344137|188.41|12.7255
1219|Wine - German Riesling|7895906488402|626.44|67.3261
1220|Juice - Cranberry 341 Ml|7896833602285|825.24|69.38
1221|Ezy Change Mophandle|7891211607027|559.24|69.0209
1222|Beans - Fine|7894611898304|368.17|53.6013
1223|Calaloo|7895855885619|915.68|46.196
1224|Ice Cream - Vanilla|7897442115453|687.3|68.8366
1225|Plasticspoonblack|7893184980579|507.29|58.5804
1226|Steampan - Foil|7893218317031|135.53|38.2452
1227|Bread - Bistro White|7893693202931|263.09|62.8352
1228|Plasticknivesblack|7891456839865|14.96|97.0809
1229|Calypso - Black Cherry Lemonade||568.17|55.6887
1230|Trueblue - Blueberry 12x473ml|7890258218198|211.62|94.5801
1231|Food Colouring - Green|7893250059582|362.06|3.2544
1232|Wine - Niagara Peninsula Vqa|7893121238993|329.12|45.1804
1233|Soup - Clam Chowder Dry Mix|7890891356692|511.61|42.8013
1234|Apple - Delicious Red|7891062797226||14.2998
1235|Wine - Barolo Fontanafredda|7893552113313|983.09|21.8354
1236|Pie Filling - Cherry|7898526261417|624.74|55.2189
1237|Cookies - Englishbay Oatmeal|7893041512072|139.13|60.6377
1238|Bread - Crumbs Bulk|7894381228770|67.62|7.9973
1239|Mustard - Individual Pkg|7897868692522|40.0|4.4686
1240|Sage Ground Wiberg|7898985951557|425.39|11.4203
1241|Zucchini - Yellow|7890156797088|236.66|75.4303
1242|Veal - Knuckle|7896891213927|958.89|65.8976
1243|Soup - Campbells Mac N Cheese|7892457817050|86.06|70.2171
1244|Flounder - Fresh|7896047854616||8.9116
1245|Amarula Cream|7894210168469|431.66|69.4204
1246|Sherry - Dry|7891418269725|547.96|58.2937
1247|Puree - Passion Fruit|7897151065756|538.86|64.6733
1248|Sugar - Icing|7891095726296|67.91|51.137
1249|Bread - Malt|7892886221106|307.7|11.6298
1250|Chutney Sauce|7893490415111|159.01|64.5322
1251|Lemon Balm - Fresh|7895751974946|234.21|71.0608
1252|Napkin - Beverage 1 Ply|7894605846121|793.32|69.7898
1253|Crab Brie In Phyllo|7899602736392|482.81|45.6768
1254|Beef - Kindney Whole|7890232345399|270.21|32.2765
1255|Juice - Orange 341 Ml|7890437534511|416.12|73.6657
1256|Wine - White Ej|7891799246880|823.6|13.13
1257|Lotus Leaves|7899761930794|525.93|40.5633
1258|Kiwi|7897447859388|335.76|42.7055
1259|Wine - Niagaravqa Reisling|7899136961234|97.73|97.6577
1260|Ecolab - Balanced Fusion|7893748223738|958.96|55.9224
1261|Egg - Salad Premix|7898832427415|728.14|16.7788
1262|Beer - Guiness|7891679036483|106.72|53.0806
1263|Tandoori Curry Paste|7898871652894|443.72|16.2961
1264|Potatoes - Yukon Gold 80 Ct|7895368184464|577.47|69.8878
1265|Lentils - Red Dry|7898674338713|925.41|58.6895
1266|Wine - Red Concha Y Toro|7892470532751|756.7|41.759
1267|Pears - Fiorelle|7897601287152|201.33|15.3655
1268|Fish - Scallops Cold Smoked|7892485129582|172.61|47.3053
1269|Liners - Baking Cups|7892954498434|458.76|78.3111
1270|Chocolate - Mi - Amere Semi|7895442679410|296.39|95.5043
1271|Beef - Top Sirloin|7892021916041|400.64|14.0875
1272|Wine - White Antinore Orvieto|7890831787892|914.79|65.7646
1273|Paper - Brown Paper Mini Cups|7894692538888|750.77|52.288
1274|Pork - Ham Hocks - Smoked|7894347474986|781.07|20.4531
1275|Gatorade - Lemon Lime|7895557716049|305.67|80.0459
1276|Tuna - Canned Flaked Light|7893447156783|100.99|91.325
1277|Lettuce - Red Leaf|7894020997794|308.59|78.1845
1278|Mix - Cappucino Cocktail|7892771570642|486.63|48.397
1279|Wine - Rhine Riesling Wolf Blass|7891343025953|507.89|52.7081
1280|Wine - White Gewurtzraminer|7897178695869|864.42|22.8394
1281|Teriyaki Sauce|7895230686647|989.64|3.8401
1282|Cheese - Pont Couvert|7891378260479|229.09|87.5435
1283|Kellogs Raisan Bran Bars||718.03|71.6087
1284|Mint - Fresh|7894728813774|545.29|61.5901
1285|Mustard - Seed|7897175974911|275.67|15.1441
1286|Truffle Paste|7893758685887|820.36|19.4928
1287|Pastry - Apple Muffins - Mini|7896251006777|383.12|23.5063
1288|Lemonade - Strawberry 591 Ml|7890779475700|811.23|16.2872
1289|Onion - Dried|7899372104690|969.94|48.1589
1290|Yogurt - Cherry 175 Gr|7898368037841|67.76|69.1368
1291|Asparagus - Green Fresh|7891968772806|799.45|95.2289
1292|Cheese - Cheddar With Claret|7890845351524|532.17|75.6374
1293|Turnip - White Organic|7891119002789|416.49|31.1785
1294|Wine - Jafflin Bourgongone||240.91|36.472
1295|Pepper - Green Chili|7899675081938|383.06|17.159
1296|Bread - Rye|7897202543106|876.15|95.4145
1297|Tomato Paste|7894064080890|549.59|49.2573
1298|Beer - Upper Canada Lager|7896028301377|399.23|50.9499
1299|Beer - Moosehead|7893970948939|346.58|58.097
1300|Salt - Seasoned|7894886761925|946.47|30.4602
1301|Liquid Aminios Acid - Braggs|7895779474273|315.74|39.9748
1302|Table Cloth 54x54 White|7897705269715|859.01|92.3592
1303|Cake - Lemon Chiffon|7892507862448|201.17|75.365
1304|Yogurt - Assorted Pack|7891222135896||96.1519
1305|Couscous|7892538840855|499.03|26.7086
1306|Beets - Candy Cane Organic|7891168323159|902.93|55.6584
1307|Pepper Squash|7890198643055|832.88|82.2062
1308|Chocolate Liqueur - Godet White|7894374072829|548.53|84.3061
1309|Crab - Claws Snow 16 - 24|7897143131116|742.9|84.1317
1310|Wine - Niagaravqa Reisling|7899498673975|578.0|92.6934
1311|Carrots - Purple Organic|7890117538985|968.61|13.4375
1312|Irish Cream - Butterscotch|7899574833874|444.87|35.3165
1313|Wine - Two Oceans Cabernet|7892564804371|302.8|64.534
1314|Dried Figs|7896041758158|581.91|30.3324
1315|Potatoes - Mini White 3 Oz|7892957192004|716.2|28.8469
1316|Soup - Knorr Chicken Noodle|7898094899675|787.76|32.8072
1317|Vaccum Bag - 14x20|7895581044708|337.29|2.9095
1318|Beer - Moosehead|7899629928395|481.59|68.5186
1319|Mix Pina Colada|7893334982230|318.33|47.2258
1320|Sparkling Wine - Rose Freixenet|7893096166667||89.6657
1321|Cheese - Cheddarsliced|7899569734108|18.15|46.0995
1322|Chinese Foods - Thick Noodles|7894903784396|979.67|30.922
1323|Heavy Duty Dust Pan|7891853659425|766.3|79.6391
1324|Juice - Orange||102.09|85.3191
1325|Wine - Red Pinot Noir Chateau|7893253899121||24.5396
1326|Gherkin|7893931977713|779.88|18.6368
1327|Syrup - Chocolate|7891776176709|12.73|37.825
1328|Wine - Carmenere Casillero Del|7892844850389|952.78|29.2008
1329|Chicken - Wings Tip Off|7890132906543|893.19|40.7009
1330|Juice - Propel Sport|7896596256381|774.69|71.4909
1331|Absolut Citron|7892642562547|858.07|92.9798
1332|Wine - Sauvignon Blanc Oyster|7890604834984|464.04|51.0908
1333|Gelatine Leaves - Bulk|7898351739022|479.76|35.3469
1334|Lamb Shoulder Boneless Nz|7894190135184|433.14|16.6434
1335|Bread - Multigrain Loaf|7898402420487|287.78|1.0945
1336|Pork Loin Cutlets|7893391766826|466.44|85.6218
1337|Wine - Ruffino Chianti|7896285931922|137.34|41.7334
1338|Wine - Red Concha Y Toro|7892449871172|6.77|96.6031
1339|Muffin Mix - Raisin Bran|7895605038858|649.8|40.3996
1340|Pasta - Angel Hair|7891879486280|121.8|42.2763
1341|Tea - Vanilla Chai|7892670669965|311.83|68.2108
1342|Mushroom - Enoki Dry|7899417061180|719.71|41.9287
1343|Mushroom - Enoki Dry|7897904223310|909.89|96.4806
1344|Appetizer - Smoked Salmon / Dill|7899737459258|305.14|19.3484
1345|Pomegranates|7899650794348|933.31|85.2728
1346|Crush - Grape 355 Ml|7895901121051|160.89|7.531
1347|Flour - All Purpose|7891739658211|291.02|85.1073
1348|Yeast Dry - Fleischman|7899298669957|271.62|66.5591
1349|Broom - Angled|7897641992122|171.13|65.4233
1350|Beef - Kobe Striploin|7898082344540|117.39|50.2116
1351|Pepper - Chili Powder|7891704299288|213.82|76.4988
1352|Coke - Classic 355 Ml|7895344883658|823.02|2.6514
1353|Ice Cream - Chocolate|7892828747053|749.01|86.3768
1354|Flower - Leather Leaf Fern|7899431754922|734.26|76.9651
1355|Water - Tonic|7898048333200|87.75|5.7574
1356|Salami - Genova|7892505925912|878.75|45.1517
1357|Carbonated Water - Blackberry|7893908553179|518.86|61.0713
1358|Truffle Paste|7891269035366|963.7|44.8968
1359|Lemonade - Natural 591 Ml|7894536358328|31.24|55.8179
1360|Sachet|7896826977516|107.48|57.0524
1361|Chicken - Soup Base|7895495875258|655.31|17.9404
1362|Remy Red|7899638739775|30.4|44.4174
1363|Chilli Paste Sambal Oelek|7890288844251|974.75|54.4257
1364|Pineapple - Golden|7899898751911|714.88|98.3926
1365|Vol Au Vents|7895423411171|617.24|61.0359
1366|Lobster - Baby Boiled|7895240359326|556.36|58.679
1367|Shortbread - Cookie Crumbs|7896546166325|31.88|55.5688
1368|Sauce - Sesame Thai Dressing||563.1|53.4937
1369|Swiss Chard|7891434627712|655.58|22.017
1370|Waffle Stix|7898693910540|839.38|69.9056
1371|Lid - Translucent 3.5 And 6 Oz|7899194117404|877.84|93.9122
1372|Yogurt - Peach 175 Gr|7898051860310|50.7|61.818
1373|Flour - Semolina|7896940831983|708.73|17.4006
1374|Soup - Clam Chowder Dry Mix|7894057519268|154.88|5.8386
1375|Sauce - Cranberry||202.92|95.2835
1376|Red Pepper Paste|7899847879327|359.93|44.5697
1377|Anchovy Fillets|7891776450329|278.9|47.6907
1378|Turkey Leg With Drum And Thigh|7896500591630|739.71|57.7804
1379|Bread - Pumpernickle Rounds|7899744521608|320.62|27.8871
1380|Beef - Tenderloin|7898262591160|48.65|45.0118
1381|Bread - Crusty Italian Poly|7899321506856|726.24|15.1117
1382|Milk - 1%|7890405298048|997.08|70.6205
1383|Flour - Rye|7898567710575|202.37|75.1858
1384|Nantucket Orange Juice|7891689989978|500.39|1.0543
1385|Salmon - Sockeye Raw|7890211026078|946.67|22.7689
1386|Appetizer - Mango Chevre|7897110239910|37.18|36.3869
1387|Wine - Barossa Valley Estate|7897740485817|690.78|73.7337
1388|Cheese - Wine|7892363904247|224.09|23.7087
1389|Pesto - Primerba Paste|7893193325519|491.59|38.2214
1390|Gelatine Leaves - Envelopes||512.3|75.5489
1391|Sour Puss Raspberry|7899844268278|654.29|90.9207
1392|Glucose|7896705454759|874.78|35.4379
1393|Crackers Cheez It|7893712904737|417.28|63.2963
1394|Veal - Round Eye Of|7891935669652|902.95|93.1206
1395|Soup Campbells Beef With Veg|7893570038893|437.93|95.0146
1396|Dome Lid Clear P92008h|7895389856004|926.27|37.4376
1397|Mortadella|7891422488419|538.68|52.1658
1398|Pork - Bacon Double Smoked|7897799711705|984.84|31.0455
1399|Wine - White Riesling Semi - Dry|7894460164617|251.61|25.5544
1400|Wine - Pinot Noir Stoneleigh|7891864705763|0.14|91.7955
1401|Chocolate - Sugar Free Semi Choc|7898835917760|296.05|44.0778
1402|Beans - Kidney Canned|7895837662114|968.44|26.9683
1403|Bread - White Mini Epi|7891696326628|963.86|47.6928
1404|Oil - Truffle White|7890153803444|633.84|93.2834
1405|Wine - Sogrape Mateus Rose|7899993036661|565.91|18.6644
1406|Banana Turning|7896208349783|33.13|66.0048
1407|Wine - Ruffino Chianti Classico|7892473749903|927.42|92.3673
1408|Beer - Maudite|7890033480781|239.62|65.7219
1409|Scallops - In Shell|7899745377563|555.13|48.6517
1410|Milk - Buttermilk|7894731920553|932.07|85.7136
1411|Oats Large Flake|7895622160539|826.8|15.0843
1412|Wine - Beringer Founders Estate|7890903903685|857.48|94.8345
1413|Ham Black Forest|7891478893382|857.31|23.7555
1414|Grapes - Black|7897466794341|228.49|1.529
1415|Thyme - Dried|7892796050132|434.6|79.6304
1416|Red Currants||848.98|47.9013
1417|Bay Leaf Fresh|7895132020959||72.1856
1418|Lamb Tenderloin Nz Fr|7896632678063|873.47|82.3319
1419|Tamarillo|7896263008172|280.34|1.3964
1420|Veal - Tenderloin Untrimmed|7894573895585|695.64|72.4234
1421|Egg - Salad Premix|7898034169353|655.8|25.6961
1422|Cognac - Courvaisier|7891449800286|775.98|82.7516
1423|Crab - Dungeness Whole live|7894628735354|665.41|82.6156
1424|Veal - Inside Round / Top Lean|7899427937112|541.04|60.8602
1425|Pork - Sausage Medium|7893311653643|633.67|42.9779
1426|Papadam|7896239114431|453.59|94.7601
1427|Wine - White Ej|7892864934825|427.85|67.1445
1428|Cake Sheet Combo Party Pack|7897738167789|397.06|43.1059
1429|Cheese - Brie|7892999715687|749.06|71.2086
1430|Dc - Frozen Momji|7898250572942|149.86|31.0043
